Id;RowState;InsDate;InsUserId;UpdDate;UpdUserId;BrandId;Descr;ExtendedDescr;ProductTypeId;TyTypeId;TySeasonId;TyManufactureTypeId;WhSpokes;WhManufactureTypeId;WhManufacturePieces
112;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-63,4 + DADI M14x1,5 CH21 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
113;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-64,1 + DADI M12x1,5 CH19 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
114;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-65,1 + BULLONI M12x1,25 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
115;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-65,1 + BULLONI M12x1,25 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
116;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-65,1 + BULLONI M12x1,25 L24 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
117;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-65,1 + BULLONI M12x1,25 L26 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
118;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-65,1 + BULLONI M14x1,5 L28 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
119;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-65,1 + BULLONI VARIFIT M12x1,25 L27,5 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
120;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-66,1 + BULLONI M12x1,5 L26 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
121;1;2026-04-09 16:25:35.000;999;2026-04-09 16:25:35.000;999;235;1000M 73,1-66,1 + BULLONI M14x1,5 L28 CH17 C60;NULL;4;NULL;NULL;NULL;NULL;NULL;NULL
